index,indeks,Price [PLN/MWh],Volume [MWh]
2018-05-25,TGe24,236.65,40655.7
2018-05-25,TGeBase,235.18,79221.4
2018-05-26,TGe24,247.8,41219.0
2018-05-26,TGeBase,241.8,79274.8
2018-05-27,TGe24,176.26,42919.7
2018-05-27,TGeBase,183.92,75576.6
2018-05-28,TGe24,229.41,37134.7
2018-05-28,TGeBase,229.71,66751.1
2018-05-29,TGe24,230.78,36446.9
2018-05-29,TGeBase,230.12,69328.0
2018-05-30,TGe24,296.62,37942.5
2018-05-30,TGeBase,277.2,78964.9
2018-05-31,TGe24,203.37,37440.2
2018-05-31,TGeBase,201.34,58093.9
2018-06-01,TGe24,238.22,31820.1
2018-06-01,TGeBase,245.12,60870.9
2018-06-02,TGe24,212.76,34819.5
2018-06-02,TGeBase,216.74,67103.0
2018-06-03,TGe24,183.91,34528.0
2018-06-03,TGeBase,184.28,56699.7
2018-06-04,TGe24,233.7,33025.6
2018-06-04,TGeBase,238.96,63877.4
2018-06-05,TGe24,236.67,32213.5
2018-06-05,TGeBase,234.57,58345.0
2018-06-06,TGe24,242.66,33761.4
2018-06-06,TGeBase,243.28,66160.2
2018-06-07,TGe24,238.43,38518.7
2018-06-07,TGeBase,238.74,70556.6
2018-06-08,TGe24,240.08,39464.4
2018-06-08,TGeBase,243.38,84648.8
2018-06-09,TGe24,226.61,39120.5
2018-06-09,TGeBase,229.9,86666.4
2018-06-10,TGe24,189.51,34726.1
2018-06-10,TGeBase,190.05,57405.1
2018-06-11,TGe24,234.57,35851.3
2018-06-11,TGeBase,233.95,63108.3
2018-06-12,TGe24,237.1,31834.7
2018-06-12,TGeBase,242.86,67817.2
2018-06-13,TGe24,255.38,35065.1
2018-06-13,TGeBase,252.67,73919.3
2018-06-14,TGe24,241.42,38103.3
2018-06-14,TGeBase,242.88,74698.3
2018-06-15,TGe24,254.07,39284.4
2018-06-15,TGeBase,250.4,76695.1
2018-06-16,TGe24,225.55,38150.5
2018-06-16,TGeBase,226.32,71138.6
2018-06-17,TGe24,187.94,34848.0
2018-06-17,TGeBase,187.82,59520.3
2018-06-18,TGe24,270.09,39825.6
2018-06-18,TGeBase,263.83,77630.6
2018-06-19,TGe24,223.18,38856.4
2018-06-19,TGeBase,223.46,75857.0
2018-06-20,TGe24,299.02,37677.5
2018-06-20,TGeBase,283.75,75787.4
2018-06-21,TGe24,235.05,36956.3
2018-06-21,TGeBase,235.51,66962.1
2018-06-22,TGe24,217.16,44028.9
2018-06-22,TGeBase,217.92,73576.7
2018-06-23,TGe24,198.9,39277.8
2018-06-23,TGeBase,198.74,70113.3
2018-06-24,TGe24,182.12,33338.8
2018-06-24,TGeBase,182.34,59653.4
2018-06-25,TGe24,232.48,38978.7
2018-06-25,TGeBase,234.71,68425.3
2018-06-26,TGe24,228.34,39851.0
2018-06-26,TGeBase,233.12,74136.7
2018-06-27,TGe24,241.28,40783.6
2018-06-27,TGeBase,240.2,73155.5
2018-06-28,TGe24,222.65,40881.6
2018-06-28,TGeBase,222.64,73857.6
2018-06-29,TGe24,264.61,39302.0
2018-06-29,TGeBase,257.58,85266.1
2018-06-30,TGe24,183.51,50792.6
2018-06-30,TGeBase,186.23,79373.3
2018-07-01,TGe24,171.58,52443.1
2018-07-01,TGeBase,172.01,80862.0
2018-07-02,TGe24,206.44,38784.3
2018-07-02,TGeBase,208.77,60632.9
2018-07-03,TGe24,233.49,32559.7
2018-07-03,TGeBase,235.5,65784.8
2018-07-04,TGe24,253.21,35937.6
2018-07-04,TGeBase,252.36,68144.2
2018-07-05,TGe24,233.11,43020.8
2018-07-05,TGeBase,239.2,77777.3
2018-07-06,TGe24,216.31,40097.8
2018-07-06,TGeBase,218.48,70175.4
2018-07-07,TGe24,204.15,40335.1
2018-07-07,TGeBase,202.54,67839.1
2018-07-08,TGe24,188.97,35277.1
2018-07-08,TGeBase,190.78,58081.3
2018-07-09,TGe24,219.56,34755.1
2018-07-09,TGeBase,220.86,60341.9
2018-07-10,TGe24,241.0,36867.7
2018-07-10,TGeBase,240.81,66445.2
2018-07-11,TGe24,237.37,40358.3
2018-07-11,TGeBase,241.09,74510.0
2018-07-12,TGe24,239.67,39797.3
2018-07-12,TGeBase,239.15,69777.2
2018-07-13,TGe24,225.82,37813.3
2018-07-13,TGeBase,225.83,73987.2
2018-07-14,TGe24,213.63,42338.4
2018-07-14,TGeBase,213.06,67557.8
2018-07-15,TGe24,185.95,35342.1
2018-07-15,TGeBase,187.21,54819.6
2018-07-16,TGe24,230.65,38836.1
2018-07-16,TGeBase,233.06,65933.2
2018-07-17,TGe24,233.55,37985.8
2018-07-17,TGeBase,233.06,65365.9
2018-07-18,TGe24,223.41,40532.2
2018-07-18,TGeBase,224.21,71353.7
2018-07-19,TGe24,225.47,39294.1
2018-07-19,TGeBase,226.2,64405.6
2018-07-20,TGe24,229.65,40385.0
2018-07-20,TGeBase,230.12,58525.8
2018-07-21,TGe24,227.38,39003.5
2018-07-21,TGeBase,227.37,67254.1
2018-07-22,TGe24,203.3,33376.1
2018-07-22,TGeBase,204.77,51489.8
2018-07-23,TGe24,229.74,40443.3
2018-07-23,TGeBase,232.16,65206.5
2018-07-24,TGe24,252.45,40104.6
2018-07-24,TGeBase,248.92,70301.4
2018-07-25,TGe24,249.18,42425.6
2018-07-25,TGeBase,250.82,64180.7
2018-07-26,TGe24,245.61,39089.2
2018-07-26,TGeBase,245.14,65738.9
2018-07-27,TGe24,234.24,39942.6
2018-07-27,TGeBase,235.94,66690.9
2018-07-28,TGe24,226.47,37351.0
2018-07-28,TGeBase,222.97,60990.8
2018-07-29,TGe24,200.9,31847.7
2018-07-29,TGeBase,201.85,48852.4
2018-07-30,TGe24,255.69,37338.9
2018-07-30,TGeBase,255.07,63355.1
2018-07-31,TGe24,287.37,34577.9
2018-07-31,TGeBase,282.2,64804.7
2018-08-01,TGe24,306.41,36841.8
2018-08-01,TGeBase,304.34,66813.4
2018-08-02,TGe24,291.96,38428.5
2018-08-02,TGeBase,288.21,71205.4
2018-08-03,TGe24,304.92,38002.7
2018-08-03,TGeBase,308.16,78093.1
2018-08-04,TGe24,262.17,36042.4
2018-08-04,TGeBase,254.57,70560.0
2018-08-05,TGe24,198.97,35760.9
2018-08-05,TGeBase,200.88,62971.1
2018-08-06,TGe24,291.99,38031.2
2018-08-06,TGeBase,281.53,70977.6
2018-08-07,TGe24,280.47,39834.4
2018-08-07,TGeBase,281.8,66554.2
2018-08-08,TGe24,250.08,42013.7
2018-08-08,TGeBase,250.38,70036.3
2018-08-09,TGe24,256.18,39752.1
2018-08-09,TGeBase,258.0,71866.7
2018-08-10,TGe24,220.31,40747.2
2018-08-10,TGeBase,222.89,65062.0
2018-08-11,TGe24,208.72,33347.0
2018-08-11,TGeBase,209.15,53641.5
2018-08-12,TGe24,188.23,46648.2
2018-08-12,TGeBase,189.19,72171.3
2018-08-13,TGe24,256.46,38534.3
2018-08-13,TGeBase,254.34,61477.0
2018-08-14,TGe24,247.71,37005.2
2018-08-14,TGeBase,247.5,61049.8
2018-08-15,TGe24,202.19,39734.5
2018-08-15,TGeBase,204.17,61906.3
2018-08-16,TGe24,306.97,36628.4
2018-08-16,TGeBase,289.91,60983.9
2018-08-17,TGe24,272.3,34742.0
2018-08-17,TGeBase,273.67,59174.9
2018-08-18,TGe24,290.02,35685.8
2018-08-18,TGeBase,287.05,67760.5
2018-08-19,TGe24,207.29,29622.4
2018-08-19,TGeBase,207.13,48805.7
2018-08-20,TGe24,241.55,40020.4
2018-08-20,TGeBase,259.63,71860.2
2018-08-21,TGe24,330.79,37420.0
2018-08-21,TGeBase,304.4,67887.4
2018-08-22,TGe24,265.86,33244.2
2018-08-22,TGeBase,274.32,71211.4
2018-08-23,TGe24,274.47,39628.4
2018-08-23,TGeBase,273.28,70815.6
2018-08-24,TGe24,278.25,39657.7
2018-08-24,TGeBase,277.83,75966.4
2018-08-25,TGe24,247.37,37124.8
2018-08-25,TGeBase,252.01,60098.6
2018-08-26,TGe24,214.41,32759.4
2018-08-26,TGeBase,216.98,49018.6
2018-08-27,TGe24,267.3,38890.9
2018-08-27,TGeBase,267.72,55821.5
2018-08-28,TGe24,277.92,42312.3
2018-08-28,TGeBase,276.98,69190.5
2018-08-29,TGe24,285.65,40818.7
2018-08-29,TGeBase,288.23,77987.3
2018-08-30,TGe24,272.75,40880.9
2018-08-30,TGeBase,272.42,76391.5
2018-08-31,TGe24,271.79,38088.5
2018-08-31,TGeBase,271.59,67999.4
2018-09-01,TGe24,260.55,38405.5
2018-09-01,TGeBase,262.51,66790.0
2018-09-02,TGe24,220.8,45945.3
2018-09-02,TGeBase,222.53,65760.3
2018-09-03,TGe24,257.32,36487.9
2018-09-03,TGeBase,259.38,58781.8
2018-09-04,TGe24,282.3,36414.7
2018-09-04,TGeBase,280.93,59311.9
2018-09-05,TGe24,284.36,38347.9
2018-09-05,TGeBase,283.18,65937.8
2018-09-06,TGe24,320.23,36016.1
2018-09-06,TGeBase,324.9,80338.3
2018-09-07,TGe24,297.08,33403.8
2018-09-07,TGeBase,298.81,68774.3
2018-09-08,TGe24,254.33,35576.4
2018-09-08,TGeBase,256.99,63566.2
2018-09-09,TGe24,232.76,37742.1
2018-09-09,TGeBase,232.43,59475.0
2018-09-10,TGe24,310.75,40654.1
2018-09-10,TGeBase,311.33,71673.0
2018-09-11,TGe24,280.78,36630.8
2018-09-11,TGeBase,285.83,64806.4
2018-09-12,TGe24,284.3,37301.3
2018-09-12,TGeBase,281.15,63927.5
2018-09-13,TGe24,341.75,36111.2
2018-09-13,TGeBase,339.75,68950.4
2018-09-14,TGe24,372.1,35584.3
2018-09-14,TGeBase,366.77,74657.8
2018-09-15,TGe24,259.32,35624.2
2018-09-15,TGeBase,254.08,66296.0
2018-09-16,TGe24,238.37,36813.5
2018-09-16,TGeBase,236.52,67125.6
2018-09-17,TGe24,310.69,36324.0
2018-09-17,TGeBase,304.59,65560.2
2018-09-18,TGe24,303.51,34592.7
2018-09-18,TGeBase,296.75,62902.3
2018-09-19,TGe24,303.22,38587.9
2018-09-19,TGeBase,301.91,75693.3
2018-09-20,TGe24,385.96,36251.0
2018-09-20,TGeBase,377.93,83246.8
2018-09-21,TGe24,249.9,45615.0
2018-09-21,TGeBase,251.92,80931.1
2018-09-22,TGe24,208.82,57173.5
2018-09-22,TGeBase,214.42,90201.8
2018-09-23,TGe24,220.93,52143.1
2018-09-23,TGeBase,219.29,86854.5
2018-09-24,TGe24,227.43,62276.5
2018-09-24,TGeBase,230.17,85067.9
2018-09-25,TGe24,271.77,43456.6
2018-09-25,TGeBase,271.36,62118.1
2018-09-26,TGe24,243.81,52031.6
2018-09-26,TGeBase,244.74,70626.3
2018-09-27,TGe24,246.02,55615.6
2018-09-27,TGeBase,245.98,77845.9
2018-09-28,TGe24,262.73,51047.2
2018-09-28,TGeBase,262.95,73092.0
2018-09-29,TGe24,255.03,40440.0
2018-09-29,TGeBase,257.87,71788.7
2018-09-30,TGe24,209.13,50128.6
2018-09-30,TGeBase,209.48,68999.1
2018-10-01,TGe24,273.17,45468.2
2018-10-01,TGeBase,277.08,76536.2
2018-10-02,TGe24,238.75,50518.8
2018-10-02,TGeBase,244.07,77082.2
2018-10-03,TGe24,219.11,71528.5
2018-10-03,TGeBase,220.33,110009.4
2018-10-04,TGe24,292.5,49315.3
2018-10-04,TGeBase,289.21,81548.9
2018-10-05,TGe24,299.68,42421.2
2018-10-05,TGeBase,298.27,76377.0
2018-10-06,TGe24,251.04,46254.2
2018-10-06,TGeBase,250.0,72708.0
2018-10-07,TGe24,225.28,46052.7
2018-10-07,TGeBase,225.73,70232.6
2018-10-08,TGe24,299.64,43287.1
2018-10-08,TGeBase,300.23,70032.6
2018-10-09,TGe24,301.93,38044.1
2018-10-09,TGeBase,304.35,70375.1
2018-10-10,TGe24,295.83,36582.1
2018-10-10,TGeBase,297.11,70905.4
2018-10-11,TGe24,274.51,46519.8
2018-10-11,TGeBase,273.48,75991.7
2018-10-12,TGe24,272.9,45547.1
2018-10-12,TGeBase,274.42,82145.1
2018-10-13,TGe24,253.93,50906.3
2018-10-13,TGeBase,257.04,86962.0
2018-10-14,TGe24,197.19,62242.3
2018-10-14,TGeBase,197.42,87007.7
2018-10-15,TGe24,269.7,45153.6
2018-10-15,TGeBase,271.08,70977.6
2018-10-16,TGe24,303.78,41605.7
2018-10-16,TGeBase,307.59,80057.2
2018-10-17,TGe24,309.58,35529.8
2018-10-17,TGeBase,304.37,69201.3
2018-10-18,TGe24,292.29,38884.9
2018-10-18,TGeBase,289.1,86909.5
2018-10-19,TGe24,292.97,41230.7
2018-10-19,TGeBase,292.55,75335.4
2018-10-20,TGe24,316.67,43888.3
2018-10-20,TGeBase,284.31,82890.2
2018-10-21,TGe24,222.45,41023.8
2018-10-21,TGeBase,218.27,71365.0
2018-10-22,TGe24,244.29,42878.6
2018-10-22,TGeBase,241.9,67722.8
2018-10-23,TGe24,204.22,61731.8
2018-10-23,TGeBase,207.88,98003.9
2018-10-24,TGe24,208.3,68068.0
2018-10-24,TGeBase,208.81,110198.4
2018-10-25,TGe24,219.47,63581.5
2018-10-25,TGeBase,220.39,92539.3
2018-10-26,TGe24,244.57,49305.6
2018-10-26,TGeBase,247.27,80992.1
2018-10-27,TGe24,221.32,56763.2
2018-10-27,TGeBase,220.06,91238.1
2018-10-28,TGe24,193.36,49093.6
2018-10-28,TGeBase,194.21,72494.2
2018-10-29,TGe24,215.05,51468.8
2018-10-29,TGeBase,218.85,82252.0
2018-10-30,TGe24,210.55,65358.4
2018-10-30,TGeBase,210.36,104129.5
2018-10-31,TGe24,238.05,43696.2
2018-10-31,TGeBase,239.8,75925.0
2018-11-01,TGe24,186.76,69267.0
2018-11-01,TGeBase,189.0,107586.6
2018-11-02,TGe24,233.52,48237.8
2018-11-02,TGeBase,227.87,96302.8
2018-11-03,TGe24,279.37,51206.7
2018-11-03,TGeBase,282.5,89009.3
2018-11-04,TGe24,204.05,50585.8
2018-11-04,TGeBase,205.94,75976.4
2018-11-05,TGe24,240.7,45527.1
2018-11-05,TGeBase,248.37,76759.2
2018-11-06,TGe24,248.91,45878.1
2018-11-06,TGeBase,254.52,81294.4
2018-11-07,TGe24,257.18,42472.9
2018-11-07,TGeBase,252.12,74990.8
2018-11-08,TGe24,305.4,38682.8
2018-11-08,TGeBase,312.72,76298.7
2018-11-09,TGe24,329.24,40992.8
2018-11-09,TGeBase,321.74,76933.9
2018-11-10,TGe24,225.33,46275.4
2018-11-10,TGeBase,225.23,79962.6
2018-11-11,TGe24,184.89,52195.7
2018-11-11,TGeBase,185.12,87291.1
2018-11-12,TGe24,203.91,71730.7
2018-11-12,TGeBase,203.9,103926.0
2018-11-13,TGe24,229.13,47199.2
2018-11-13,TGeBase,228.61,79742.3
2018-11-14,TGe24,263.16,45356.9
2018-11-14,TGeBase,261.02,73210.0
2018-11-15,TGe24,291.38,43011.3
2018-11-15,TGeBase,289.03,88155.3
2018-11-16,TGe24,261.11,34863.6
2018-11-16,TGeBase,260.06,71795.9
2018-11-17,TGe24,255.16,54136.7
2018-11-17,TGeBase,255.72,93203.4
2018-11-18,TGe24,201.89,44955.8
2018-11-18,TGeBase,205.16,72914.5
2018-11-19,TGe24,228.17,44569.9
2018-11-19,TGeBase,225.07,73990.3
2018-11-20,TGe24,222.09,53669.8
2018-11-20,TGeBase,222.51,86922.4
2018-11-21,TGe24,240.84,48423.6
2018-11-21,TGeBase,241.42,81742.3
2018-11-22,TGe24,299.12,53047.8
2018-11-22,TGeBase,307.21,86966.0
2018-11-23,TGe24,314.62,51354.0
2018-11-23,TGeBase,321.78,85164.3
2018-11-24,TGe24,270.12,52639.5
2018-11-24,TGeBase,279.18,87752.6
2018-11-25,TGe24,234.49,47917.4
2018-11-25,TGeBase,233.16,77026.5
2018-11-26,TGe24,290.1,50202.1
2018-11-26,TGeBase,287.43,71528.3
2018-11-27,TGe24,367.26,55673.4
2018-11-27,TGeBase,349.2,85555.3
2018-11-28,TGe24,288.83,50252.7
2018-11-28,TGeBase,284.11,94350.2
2018-11-29,TGe24,216.45,60906.4
2018-11-29,TGeBase,218.58,96593.8
2018-11-30,TGe24,221.8,63024.2
2018-11-30,TGeBase,221.61,103068.5
2018-12-01,TGe24,224.89,54432.7
2018-12-01,TGeBase,222.78,83527.2
2018-12-02,TGe24,188.9,53109.7
2018-12-02,TGeBase,191.89,92311.1
2018-12-03,TGe24,230.42,49935.5
2018-12-03,TGeBase,231.99,89707.8
2018-12-04,TGe24,235.37,49826.6
2018-12-04,TGeBase,235.41,76198.9
2018-12-05,TGe24,264.4,48754.0
2018-12-05,TGeBase,261.81,80428.3
2018-12-06,TGe24,246.93,38165.7
2018-12-06,TGeBase,247.53,66315.1
2018-12-07,TGe24,230.08,48803.2
2018-12-07,TGeBase,230.12,74623.2
2018-12-08,TGe24,187.4,55835.7
2018-12-08,TGeBase,188.84,95033.4
2018-12-09,TGe24,170.19,62789.6
2018-12-09,TGeBase,172.2,100551.8
2018-12-10,TGe24,191.12,49541.5
2018-12-10,TGeBase,194.73,81105.6
2018-12-11,TGe24,253.57,37610.8
2018-12-11,TGeBase,250.01,65538.7
2018-12-12,TGe24,291.88,50140.3
2018-12-12,TGeBase,287.27,85823.3
2018-12-13,TGe24,279.84,48883.6
2018-12-13,TGeBase,284.03,83683.6
2018-12-14,TGe24,312.28,53695.7
2018-12-14,TGeBase,309.27,89180.5
2018-12-15,TGe24,240.77,53961.7
2018-12-15,TGeBase,240.14,81170.6
2018-12-16,TGe24,216.47,43871.2
2018-12-16,TGeBase,215.47,74331.4
2018-12-17,TGe24,297.62,53921.9
2018-12-17,TGeBase,294.01,83669.7
2018-12-18,TGe24,304.93,48512.5
2018-12-18,TGeBase,299.32,78159.4
2018-12-19,TGe24,260.68,41872.7
2018-12-19,TGeBase,260.03,69838.1
2018-12-20,TGe24,273.24,41067.7
2018-12-20,TGeBase,269.41,78092.6
2018-12-21,TGe24,253.18,38858.8
2018-12-21,TGeBase,250.85,74067.5
2018-12-22,TGe24,216.29,56140.7
2018-12-22,TGeBase,215.65,83616.8
2018-12-23,TGe24,210.64,48730.1
2018-12-23,TGeBase,211.17,79122.8
2018-12-24,TGe24,198.77,68338.5
2018-12-24,TGeBase,201.59,103352.2
2018-12-25,TGe24,132.93,66662.5
2018-12-25,TGeBase,138.63,104252.9
2018-12-26,TGe24,143.66,62263.7
2018-12-26,TGeBase,145.58,102234.5
2018-12-27,TGe24,217.9,68131.5
2018-12-27,TGeBase,216.96,99489.3
2018-12-28,TGe24,207.32,71770.2
2018-12-28,TGeBase,218.14,123396.5
2018-12-29,TGe24,217.55,44491.6
2018-12-29,TGeBase,216.37,68229.1
2018-12-30,TGe24,198.54,59860.6
2018-12-30,TGeBase,199.24,83284.2
2018-12-31,TGe24,208.91,62632.8
2018-12-31,TGeBase,209.19,96803.9
2019-01-01,TGe24,81.86,93126.6
2019-01-01,TGeBase,81.21,144400.0
2019-01-02,TGe24,162.95,89968.8
2019-01-02,TGeBase,163.52,119864.5
2019-01-03,TGe24,225.18,66439.8
2019-01-03,TGeBase,227.67,98327.5
2019-01-04,TGe24,240.91,52519.8
2019-01-04,TGeBase,242.07,87022.4
2019-01-05,TGe24,220.32,58287.7
2019-01-05,TGeBase,221.41,94675.4
2019-01-06,TGe24,213.21,56740.4
2019-01-06,TGeBase,213.38,87691.4
2019-01-07,TGe24,257.91,47460.4
2019-01-07,TGeBase,259.92,79097.4
2019-01-08,TGe24,234.56,59979.2
2019-01-08,TGeBase,238.74,93765.0
2019-01-09,TGe24,259.26,45576.8
2019-01-09,TGeBase,257.97,79099.9
2019-01-10,TGe24,289.79,45727.1
2019-01-10,TGeBase,289.42,102357.6
2019-01-11,TGe24,244.48,48180.7
2019-01-11,TGeBase,243.91,83348.4
2019-01-12,TGe24,216.57,55028.6
2019-01-12,TGeBase,216.04,92804.7
2019-01-13,TGe24,172.2,64110.8
2019-01-13,TGeBase,177.85,100181.9
2019-01-14,TGe24,191.17,74957.5
2019-01-14,TGeBase,193.19,118096.1
2019-01-15,TGe24,229.7,55079.7
2019-01-15,TGeBase,226.02,91265.8
2019-01-16,TGe24,233.42,53398.2
2019-01-16,TGeBase,233.13,95510.1
2019-01-17,TGe24,218.64,63994.7
2019-01-17,TGeBase,217.16,99743.5
2019-01-18,TGe24,257.34,48571.7
2019-01-18,TGeBase,257.24,86958.8
2019-01-19,TGe24,250.96,61257.3
2019-01-19,TGeBase,248.88,106284.5
2019-01-20,TGe24,237.81,48103.4
2019-01-20,TGeBase,236.46,75168.3
2019-01-21,TGe24,303.12,47714.0
2019-01-21,TGeBase,298.04,79908.0
2019-01-22,TGe24,288.91,47396.1
2019-01-22,TGeBase,288.95,102923.7
2019-01-23,TGe24,304.19,47998.0
2019-01-23,TGeBase,308.05,100560.9
2019-01-24,TGe24,336.38,55484.1
2019-01-24,TGeBase,340.02,109778.3
2019-01-25,TGe24,309.72,57482.2
2019-01-25,TGeBase,311.7,114962.5
2019-01-26,TGe24,243.22,63280.2
2019-01-26,TGeBase,245.77,112732.1
2019-01-27,TGe24,186.06,53563.2
2019-01-27,TGeBase,190.73,89671.2
2019-01-28,TGe24,261.28,51053.8
2019-01-28,TGeBase,257.6,80548.3
2019-01-29,TGe24,264.32,43438.9
2019-01-29,TGeBase,264.77,75543.5
2019-01-30,TGe24,264.53,48406.2
2019-01-30,TGeBase,262.96,86668.1
2019-01-31,TGe24,265.53,47595.1
2019-01-31,TGeBase,266.39,86617.6
2019-02-01,TGe24,255.01,52058.0
2019-02-01,TGeBase,255.23,84210.8
2019-02-02,TGe24,226.0,60864.9
2019-02-02,TGeBase,222.82,95018.8
2019-02-03,TGe24,207.99,47001.0
2019-02-03,TGeBase,207.6,73408.5
2019-02-04,TGe24,242.98,53599.2
2019-02-04,TGeBase,242.27,84218.7
2019-02-05,TGe24,242.18,50478.7
2019-02-05,TGeBase,241.64,82330.7
2019-02-06,TGe24,244.73,50310.2
2019-02-06,TGeBase,244.59,86298.2
2019-02-07,TGe24,226.67,48689.9
2019-02-07,TGeBase,226.36,88399.8
2019-02-08,TGe24,224.99,52555.0
2019-02-08,TGeBase,225.13,95536.7
2019-02-09,TGe24,183.92,69583.1
2019-02-09,TGeBase,185.17,104296.7
2019-02-10,TGe24,145.52,75220.0
2019-02-10,TGeBase,147.84,121066.4
2019-02-11,TGe24,197.87,74796.7
2019-02-11,TGeBase,197.26,112310.0
2019-02-12,TGe24,219.71,60639.9
2019-02-12,TGeBase,218.59,93344.0
2019-02-13,TGe24,212.24,65965.1
2019-02-13,TGeBase,212.58,100401.9
2019-02-14,TGe24,233.25,52583.4
2019-02-14,TGeBase,232.71,88337.7
2019-02-15,TGe24,238.35,47742.6
2019-02-15,TGeBase,238.89,81746.0
2019-02-16,TGe24,207.53,56700.6
2019-02-16,TGeBase,205.85,95951.1
2019-02-17,TGe24,182.62,54281.6
2019-02-17,TGeBase,182.39,87246.9
2019-02-18,TGe24,239.33,47275.7
2019-02-18,TGeBase,237.45,83704.9
2019-02-19,TGe24,212.87,53043.2
2019-02-19,TGeBase,213.82,96314.2
2019-02-20,TGe24,200.4,64992.5
2019-02-20,TGeBase,200.52,107831.2
2019-02-21,TGe24,213.92,54304.8
2019-02-21,TGeBase,217.0,98173.7
2019-02-22,TGe24,229.37,48276.2
2019-02-22,TGeBase,228.45,96151.6
2019-02-23,TGe24,212.17,56112.4
2019-02-23,TGeBase,214.76,108351.5
2019-02-24,TGe24,170.51,53746.1
2019-02-24,TGeBase,171.71,90408.6
2019-02-25,TGe24,222.49,52887.9
2019-02-25,TGeBase,219.23,90222.1
2019-02-26,TGe24,214.01,48877.9
2019-02-26,TGeBase,213.6,82736.0
2019-02-27,TGe24,213.86,55436.7
2019-02-27,TGeBase,214.73,98222.8
2019-02-28,TGe24,194.58,61602.6
2019-02-28,TGeBase,196.48,105460.2
2019-03-01,TGe24,231.07,40083.0
2019-03-01,TGeBase,236.33,92031.4
2019-03-02,TGe24,214.03,58709.6
2019-03-02,TGeBase,213.66,102186.8
2019-03-03,TGe24,165.2,69832.8
2019-03-03,TGeBase,165.79,102645.9
2019-03-04,TGe24,195.26,69754.9
2019-03-04,TGeBase,197.41,108186.5
2019-03-05,TGe24,191.47,75222.5
2019-03-05,TGeBase,191.45,120046.1
2019-03-06,TGe24,222.13,47864.5
2019-03-06,TGeBase,224.87,85890.7
2019-03-07,TGe24,203.39,59090.0
2019-03-07,TGeBase,204.29,97422.8
2019-03-08,TGe24,186.95,72372.4
2019-03-08,TGeBase,188.9,117220.2
2019-03-09,TGe24,171.56,68959.5
2019-03-09,TGeBase,170.14,110805.8
2019-03-10,TGe24,141.91,71784.5
2019-03-10,TGeBase,141.75,112772.1
2019-03-11,TGe24,208.45,53614.5
2019-03-11,TGeBase,210.8,88653.8
2019-03-12,TGe24,227.29,45605.0
2019-03-12,TGeBase,227.73,78785.1
2019-03-13,TGe24,201.97,56654.2
2019-03-13,TGeBase,200.77,96810.3
2019-03-14,TGe24,187.61,60342.6
2019-03-14,TGeBase,188.86,94111.9
2019-03-15,TGe24,195.89,56248.1
2019-03-15,TGeBase,196.17,98755.9
2019-03-16,TGe24,166.31,68980.8
2019-03-16,TGeBase,164.44,110817.2
2019-03-17,TGe24,149.96,63211.3
2019-03-17,TGeBase,151.05,100048.8
2019-03-18,TGe24,183.43,66566.7
2019-03-18,TGeBase,184.44,95158.0
2019-03-19,TGe24,219.95,47930.8
2019-03-19,TGeBase,221.29,88033.9
2019-03-20,TGe24,224.4,45740.3
2019-03-20,TGeBase,224.15,97682.3
2019-03-21,TGe24,225.85,41779.0
2019-03-21,TGeBase,225.83,88581.1
2019-03-22,TGe24,244.42,43037.4
2019-03-22,TGeBase,240.22,97480.9
2019-03-23,TGe24,209.78,47583.4
2019-03-23,TGeBase,208.92,82840.7
2019-03-24,TGe24,172.49,43905.8
2019-03-24,TGeBase,168.29,73529.0
2019-03-25,TGe24,216.31,43778.0
2019-03-25,TGeBase,215.04,77974.6
2019-03-26,TGe24,200.22,51103.6
2019-03-26,TGeBase,200.45,91604.3
2019-03-27,TGe24,215.44,43423.1
2019-03-27,TGeBase,219.25,91810.3
2019-03-28,TGe24,230.33,40325.2
2019-03-28,TGeBase,231.22,90031.8
2019-03-29,TGe24,210.6,41148.6
2019-03-29,TGeBase,212.25,74645.3
2019-03-30,TGe24,203.73,47210.2
2019-03-30,TGeBase,201.39,88352.2
2019-03-31,TGe24,155.77,52796.5
2019-03-31,TGeBase,156.35,95192.7
2019-04-01,TGe24,235.89,54417.2
2019-04-01,TGeBase,235.57,91813.8
2019-04-02,TGe24,193.89,73473.1
2019-04-02,TGeBase,194.43,114651.1
2019-04-03,TGe24,188.71,75744.0
2019-04-03,TGeBase,189.29,124297.5
2019-04-04,TGe24,203.38,72065.2
2019-04-04,TGeBase,203.32,115944.0
2019-04-05,TGe24,221.09,59556.8
2019-04-05,TGeBase,219.91,104507.2
2019-04-06,TGe24,202.49,60731.1
2019-04-06,TGeBase,203.44,92366.2
2019-04-07,TGe24,196.3,43990.1
2019-04-07,TGeBase,195.36,77620.3
2019-04-08,TGe24,246.14,49075.9
2019-04-08,TGeBase,241.23,89710.5
2019-04-09,TGe24,246.25,49079.3
2019-04-09,TGeBase,246.82,96551.3
2019-04-10,TGe24,252.94,49882.5
2019-04-10,TGeBase,251.99,91661.8
2019-04-11,TGe24,250.85,49558.0
2019-04-11,TGeBase,251.05,85504.9
2019-04-12,TGe24,249.67,48272.9
2019-04-12,TGeBase,249.65,85980.4
2019-04-13,TGe24,225.4,59404.5
2019-04-13,TGeBase,224.89,94044.4
2019-04-14,TGe24,186.53,66029.3
