index,indeks,Price [PLN/MWh],Volume [MWh]
2020-06-10,TGePeak,229.75,39104.7
2020-06-10,TGeOffpeak,198.63,24640.7
2020-06-10,TGe24,215.08,44304.4
2020-06-10,TGe15,224.92,27428.0
2020-06-10,TGe9,198.68,16876.4
2020-06-11,TGeBase,194.32,83591.9
2020-06-11,TGePeak,201.71,40938.1
2020-06-11,TGeOffpeak,184.95,29645.8
2020-06-11,TGe24,195.77,50698.3
2020-06-11,TGe15,202.17,29712.7
2020-06-11,TGe9,185.09,20985.6
2020-06-12,TGeBase,205.44,99811.1
2020-06-12,TGePeak,214.21,56910.2
2020-06-12,TGeOffpeak,190.58,27540.9
2020-06-12,TGe24,208.61,57958.8
2020-06-12,TGe15,218.92,38071.7
2020-06-12,TGe9,191.44,19887.1
2020-06-13,TGeBase,199.46,79410.5
2020-06-13,TGePeak,205.59,47501.8
2020-06-13,TGeOffpeak,189.3,28860.7
2020-06-13,TGe24,203.6,52888.9
2020-06-13,TGe15,211.68,31983.9
2020-06-13,TGe9,190.14,20905.0
2020-06-14,TGeBase,173.64,86912.0
2020-06-14,TGePeak,183.33,48090.7
2020-06-14,TGeOffpeak,157.99,33037.3
2020-06-14,TGe24,173.07,62241.0
2020-06-14,TGe15,182.77,35569.0
2020-06-14,TGe9,156.89,26672.0
2020-06-15,TGeBase,224.31,77334.8
2020-06-15,TGePeak,240.51,42149.4
2020-06-15,TGeOffpeak,198.24,29689.4
2020-06-15,TGe24,224.09,51006.1
2020-06-15,TGe15,239.59,29143.4
2020-06-15,TGe9,198.26,21862.7
2020-06-16,TGeBase,228.78,83526.9
2020-06-16,TGePeak,250.69,42961.7
2020-06-16,TGeOffpeak,194.43,29693.2
2020-06-16,TGe24,231.25,47783.2
2020-06-16,TGe15,252.58,27840.3
2020-06-16,TGe9,195.71,19942.9
2020-06-17,TGeBase,221.82,92176.4
2020-06-17,TGePeak,237.85,49508.7
2020-06-17,TGeOffpeak,192.81,27403.7
2020-06-17,TGe24,222.6,43608.1
2020-06-17,TGe15,239.66,26312.2
2020-06-17,TGe9,194.16,17295.9
2020-06-18,TGeBase,225.55,87039.9
2020-06-18,TGePeak,232.51,54234.1
2020-06-18,TGeOffpeak,212.35,22245.8
2020-06-18,TGe24,224.47,46642.2
2020-06-18,TGe15,232.07,30385.3
2020-06-18,TGe9,211.8,16256.9
2020-06-19,TGeBase,240.55,87482.7
2020-06-19,TGePeak,256.07,51566.5
2020-06-19,TGeOffpeak,215.51,23316.2
2020-06-19,TGe24,240.49,48576.4
2020-06-19,TGe15,255.82,31477.0
2020-06-19,TGe9,214.93,17099.4
2020-06-20,TGeBase,221.14,88968.0
2020-06-20,TGePeak,226.48,52996.0
2020-06-20,TGeOffpeak,209.58,21740.0
2020-06-20,TGe24,224.92,52938.0
2020-06-20,TGe15,231.34,37350.1
2020-06-20,TGe9,214.2,15587.9
2020-06-21,TGeBase,196.59,76154.4
2020-06-21,TGePeak,200.97,41139.6
2020-06-21,TGeOffpeak,189.69,24238.8
2020-06-21,TGe24,196.74,47691.7
2020-06-21,TGe15,201.19,28465.5
2020-06-21,TGe9,189.33,19226.2
2020-06-22,TGeBase,233.94,75194.1
2020-06-22,TGePeak,250.55,45835.6
2020-06-22,TGeOffpeak,207.76,23190.5
2020-06-22,TGe24,233.54,47637.5
2020-06-22,TGe15,249.7,29410.1
2020-06-22,TGe9,206.6,18227.4
2020-06-23,TGeBase,263.57,87111.0
2020-06-23,TGePeak,284.42,49093.8
2020-06-23,TGeOffpeak,230.42,25057.2
2020-06-23,TGe24,260.37,49019.5
2020-06-23,TGe15,278.61,30634.3
2020-06-23,TGe9,229.97,18385.2
2020-06-24,TGeBase,240.8,100528.4
2020-06-24,TGePeak,262.83,50361.6
2020-06-24,TGeOffpeak,200.33,31110.8
2020-06-24,TGe24,243.42,50786.3
2020-06-24,TGe15,268.25,31084.7
2020-06-24,TGe9,202.04,19701.6
2020-06-25,TGeBase,250.46,80227.5
2020-06-25,TGePeak,275.65,43015.2
2020-06-25,TGeOffpeak,213.89,25524.3
2020-06-25,TGe24,246.59,45485.7
2020-06-25,TGe15,266.43,27293.4
2020-06-25,TGe9,213.52,18192.3
2020-06-26,TGeBase,253.6,82273.8
2020-06-26,TGePeak,278.28,42430.7
2020-06-26,TGeOffpeak,207.14,26931.1
2020-06-26,TGe24,255.38,46937.0
2020-06-26,TGe15,281.8,28718.4
2020-06-26,TGe9,211.34,18218.6
2020-06-27,TGeBase,234.05,100770.9
2020-06-27,TGePeak,243.45,59880.2
2020-06-27,TGeOffpeak,216.68,24834.7
2020-06-27,TGe24,234.32,59909.7
2020-06-27,TGe15,243.69,41895.9
2020-06-27,TGe9,218.72,18013.8
2020-06-28,TGeBase,206.1,86352.0
2020-06-28,TGePeak,213.67,50405.2
2020-06-28,TGeOffpeak,194.47,27618.8
2020-06-28,TGe24,205.08,54358.0
2020-06-28,TGe15,211.6,33542.1
2020-06-28,TGe9,194.21,20815.9
2020-06-29,TGeBase,251.01,88750.9
2020-06-29,TGePeak,266.34,51799.1
2020-06-29,TGeOffpeak,223.69,27135.8
2020-06-29,TGe24,257.19,54561.6
2020-06-29,TGe15,275.54,33700.2
2020-06-29,TGe9,226.61,20861.4
2020-06-30,TGeBase,233.25,75954.9
2020-06-30,TGePeak,239.1,45277.4
2020-06-30,TGeOffpeak,222.85,22061.5
2020-06-30,TGe24,234.18,46988.4
2020-06-30,TGe15,241.23,30299.5
2020-06-30,TGe9,222.43,16688.9
2020-07-01,TGeBase,231.43,92560.0
2020-07-01,TGePeak,243.8,53368.8
2020-07-01,TGeOffpeak,206.79,26663.2
2020-07-01,TGe24,231.96,55409.4
2020-07-01,TGe15,246.87,34985.7
2020-07-01,TGe9,207.11,20423.7
2020-07-02,TGeBase,235.77,89492.5
2020-07-02,TGePeak,243.46,56391.5
2020-07-02,TGeOffpeak,222.39,24725.0
2020-07-02,TGe24,237.94,58148.5
2020-07-02,TGe15,246.76,38747.8
2020-07-02,TGe9,223.24,19400.7
2020-07-03,TGeBase,243.13,92066.2
2020-07-03,TGePeak,256.84,49743.3
2020-07-03,TGeOffpeak,217.91,28522.9
2020-07-03,TGe24,244.37,55334.1
2020-07-03,TGe15,258.13,34615.7
2020-07-03,TGe9,221.44,20718.4
2020-07-04,TGeBase,215.46,92187.6
2020-07-04,TGePeak,222.62,50536.9
2020-07-04,TGeOffpeak,200.32,29410.7
2020-07-04,TGe24,216.94,56577.6
2020-07-04,TGe15,226.26,34898.7
2020-07-04,TGe9,201.42,21678.9
2020-07-05,TGeBase,183.24,102178.9
2020-07-05,TGePeak,184.37,52276.6
2020-07-05,TGeOffpeak,182.58,34206.3
2020-07-05,TGe24,184.45,67048.5
2020-07-05,TGe15,184.83,40101.5
2020-07-05,TGe9,183.82,26947.0
2020-07-06,TGeBase,215.88,77902.0
2020-07-06,TGePeak,224.79,46699.0
2020-07-06,TGeOffpeak,200.31,28107.0
2020-07-06,TGe24,216.22,54537.1
2020-07-06,TGe15,225.94,33084.9
2020-07-06,TGe9,200.03,21452.2
2020-07-07,TGeBase,221.14,88767.6
2020-07-07,TGePeak,227.15,53160.9
2020-07-07,TGeOffpeak,209.75,26342.7
2020-07-07,TGe24,221.87,55418.0
2020-07-07,TGe15,228.58,35009.4
2020-07-07,TGe9,210.7,20408.6
2020-07-08,TGeBase,228.99,91985.5
2020-07-08,TGePeak,233.59,54281.8
2020-07-08,TGeOffpeak,219.82,26687.7
2020-07-08,TGe24,229.14,53309.5
2020-07-08,TGe15,234.16,34060.6
2020-07-08,TGe9,220.77,19248.9
2020-07-09,TGeBase,239.37,96195.1
2020-07-09,TGePeak,250.36,53747.4
2020-07-09,TGeOffpeak,220.89,28863.7
2020-07-09,TGe24,242.45,53720.7
2020-07-09,TGe15,254.2,34061.0
2020-07-09,TGe9,222.86,19659.7
2020-07-10,TGeBase,229.89,86653.9
2020-07-10,TGePeak,235.74,55320.9
2020-07-10,TGeOffpeak,219.89,24829.0
2020-07-10,TGe24,230.89,52896.1
2020-07-10,TGe15,237.64,34615.9
2020-07-10,TGe9,219.63,18280.2
2020-07-11,TGeBase,213.02,93805.4
2020-07-11,TGePeak,223.12,53756.5
2020-07-11,TGeOffpeak,197.51,29512.9
2020-07-11,TGe24,212.87,58372.4
2020-07-11,TGe15,222.25,35919.9
2020-07-11,TGe9,197.23,22452.5
2020-07-12,TGeBase,193.85,87009.7
2020-07-12,TGePeak,198.52,50984.5
2020-07-12,TGeOffpeak,186.23,31345.2
2020-07-12,TGe24,194.45,58132.1
2020-07-12,TGe15,199.45,34894.6
2020-07-12,TGe9,186.12,23237.5
2020-07-13,TGeBase,227.81,80896.8
2020-07-13,TGePeak,238.06,50628.1
2020-07-13,TGeOffpeak,210.49,28924.7
2020-07-13,TGe24,229.57,55870.7
2020-07-13,TGe15,241.46,33646.8
2020-07-13,TGe9,209.76,22223.9
2020-07-14,TGeBase,236.28,87921.0
2020-07-14,TGePeak,244.86,56000.9
2020-07-14,TGeOffpeak,221.54,27264.1
2020-07-14,TGe24,237.36,56955.8
2020-07-14,TGe15,247.03,37152.6
2020-07-14,TGe9,221.24,19803.2
2020-07-15,TGeBase,231.17,84672.8
2020-07-15,TGePeak,240.03,49595.0
2020-07-15,TGeOffpeak,214.36,26965.8
2020-07-15,TGe24,234.04,50879.5
2020-07-15,TGe15,244.62,31581.6
2020-07-15,TGe9,216.39,19297.9
2020-07-16,TGeBase,225.71,87081.4
2020-07-16,TGePeak,229.18,55288.9
2020-07-16,TGeOffpeak,219.43,23368.5
2020-07-16,TGe24,226.3,54040.5
2020-07-16,TGe15,229.74,37071.3
2020-07-16,TGe9,220.58,16969.2
2020-07-17,TGeBase,229.71,85770.6
2020-07-17,TGePeak,238.09,53329.3
2020-07-17,TGeOffpeak,215.36,26489.3
2020-07-17,TGe24,229.31,53057.5
2020-07-17,TGe15,237.61,34500.3
2020-07-17,TGe9,215.48,18557.2
2020-07-18,TGeBase,219.09,90895.6
2020-07-18,TGePeak,238.76,56073.2
2020-07-18,TGeOffpeak,185.62,26110.4
2020-07-18,TGe24,225.2,55421.2
2020-07-18,TGe15,242.49,37464.5
2020-07-18,TGe9,196.38,17956.7
2020-07-19,TGeBase,190.53,89551.8
2020-07-19,TGePeak,190.75,51545.0
2020-07-19,TGeOffpeak,189.78,27206.8
2020-07-19,TGe24,191.54,55468.3
2020-07-19,TGe15,192.31,35054.9
2020-07-19,TGe9,190.27,20413.4
2020-07-20,TGeBase,235.95,82651.4
2020-07-20,TGePeak,248.86,48345.9
2020-07-20,TGeOffpeak,214.13,24465.5
2020-07-20,TGe24,235.99,47203.9
2020-07-20,TGe15,249.07,28824.6
2020-07-20,TGe9,214.19,18379.3
2020-07-21,TGeBase,222.57,83805.6
2020-07-21,TGePeak,227.51,49237.3
2020-07-21,TGeOffpeak,212.04,23960.3
2020-07-21,TGe24,224.53,48644.2
2020-07-21,TGe15,232.1,30647.5
2020-07-21,TGe9,211.91,17996.7
2020-07-22,TGeBase,219.82,87035.9
2020-07-22,TGePeak,223.09,55592.5
2020-07-22,TGeOffpeak,214.04,24339.4
2020-07-22,TGe24,218.62,55259.5
2020-07-22,TGe15,221.93,36446.5
2020-07-22,TGe9,213.1,18813.0
2020-07-23,TGeBase,226.12,88569.7
2020-07-23,TGePeak,233.72,49053.1
2020-07-23,TGeOffpeak,212.12,28644.6
2020-07-23,TGe24,227.63,50992.3
2020-07-23,TGe15,236.06,31682.8
2020-07-23,TGe9,213.58,19309.5
2020-07-24,TGeBase,239.38,80303.9
2020-07-24,TGePeak,244.42,48969.2
2020-07-24,TGeOffpeak,233.65,21830.7
2020-07-24,TGe24,238.87,45683.2
2020-07-24,TGe15,242.24,29827.9
2020-07-24,TGe9,233.25,15855.3
2020-07-25,TGeBase,219.77,90028.4
2020-07-25,TGePeak,232.13,51960.9
2020-07-25,TGeOffpeak,197.39,28515.5
2020-07-25,TGe24,221.17,55313.7
2020-07-25,TGe15,235.5,34214.1
2020-07-25,TGe9,197.28,21099.6
2020-07-26,TGeBase,184.83,86070.6
2020-07-26,TGePeak,187.22,50542.8
2020-07-26,TGeOffpeak,178.99,29575.8
2020-07-26,TGe24,183.6,56794.7
2020-07-26,TGe15,186.56,34243.2
2020-07-26,TGe9,178.67,22551.5
2020-07-27,TGeBase,243.22,72601.1
2020-07-27,TGePeak,262.12,43045.6
2020-07-27,TGeOffpeak,211.48,24203.5
2020-07-27,TGe24,245.9,46567.7
2020-07-27,TGe15,265.8,28725.4
2020-07-27,TGe9,212.73,17842.3
2020-07-28,TGeBase,220.17,76909.0
2020-07-28,TGePeak,224.33,45788.2
2020-07-28,TGeOffpeak,210.95,22552.8
2020-07-28,TGe24,219.99,45920.5
2020-07-28,TGe15,225.11,29294.3
2020-07-28,TGe9,211.46,16626.2
2020-07-29,TGeBase,214.0,79736.9
2020-07-29,TGePeak,220.22,47246.6
2020-07-29,TGeOffpeak,201.9,23778.3
2020-07-29,TGe24,214.6,50052.8
2020-07-29,TGe15,221.57,33253.7
2020-07-29,TGe9,202.98,16799.1
2020-07-30,TGeBase,216.17,76756.8
2020-07-30,TGePeak,224.24,47639.3
2020-07-30,TGeOffpeak,203.72,23093.5
2020-07-30,TGe24,216.19,52275.2
2020-07-30,TGe15,223.17,35461.6
2020-07-30,TGe9,204.57,16813.6
2020-07-31,TGeBase,214.17,86411.4
2020-07-31,TGePeak,220.31,54619.2
2020-07-31,TGeOffpeak,202.42,25360.2
2020-07-31,TGe24,213.65,54143.3
2020-07-31,TGe15,220.58,35497.6
2020-07-31,TGe9,202.09,18645.7
2020-08-01,TGeBase,222.36,82394.2
2020-08-01,TGePeak,238.53,49616.9
2020-08-01,TGeOffpeak,195.14,23105.3
2020-08-01,TGe24,220.23,47101.7
2020-08-01,TGe15,235.85,30976.6
2020-08-01,TGe9,194.19,16125.1
2020-08-02,TGeBase,190.2,78295.0
2020-08-02,TGePeak,196.87,40445.5
2020-08-02,TGeOffpeak,177.78,28417.5
2020-08-02,TGe24,190.12,44706.7
2020-08-02,TGe15,196.76,23695.8
2020-08-02,TGe9,179.06,21010.9
2020-08-03,TGeBase,236.71,75633.6
2020-08-03,TGePeak,252.43,45408.4
2020-08-03,TGeOffpeak,210.64,24225.2
2020-08-03,TGe24,240.44,41593.9
2020-08-03,TGe15,258.53,23084.8
2020-08-03,TGe9,210.3,18509.1
2020-08-04,TGeBase,218.77,91672.9
2020-08-04,TGePeak,225.48,49365.6
2020-08-04,TGeOffpeak,201.68,27235.3
2020-08-04,TGe24,217.14,44858.6
2020-08-04,TGe15,225.68,27713.8
2020-08-04,TGe9,202.91,17144.8
2020-08-05,TGeBase,227.75,85361.2
2020-08-05,TGePeak,243.15,45800.4
2020-08-05,TGeOffpeak,203.46,29192.8
2020-08-05,TGe24,224.37,45631.0
2020-08-05,TGe15,237.03,26920.4
2020-08-05,TGe9,203.27,18710.6
2020-08-06,TGeBase,237.67,80298.1
2020-08-06,TGePeak,253.92,50616.6
2020-08-06,TGeOffpeak,210.08,22697.5
2020-08-06,TGe24,237.73,44803.3
2020-08-06,TGe15,252.6,29358.8
2020-08-06,TGe9,212.94,15444.5
2020-08-07,TGeBase,234.56,83502.7
2020-08-07,TGePeak,250.3,48436.1
2020-08-07,TGeOffpeak,205.7,24146.6
2020-08-07,TGe24,236.28,47820.4
2020-08-07,TGe15,253.85,31167.5
2020-08-07,TGe9,207.0,16652.9
2020-08-08,TGeBase,239.79,103272.0
2020-08-08,TGePeak,265.43,59579.7
2020-08-08,TGeOffpeak,201.06,28812.3
2020-08-08,TGe24,241.94,53484.8
2020-08-08,TGe15,266.19,36628.2
2020-08-08,TGe9,201.51,16856.6
2020-08-09,TGeBase,220.66,75472.6
2020-08-09,TGePeak,237.12,40461.1
2020-08-09,TGeOffpeak,195.17,29995.5
2020-08-09,TGe24,220.02,41146.0
2020-08-09,TGe15,236.28,21543.9
2020-08-09,TGe9,192.91,19602.1
2020-08-10,TGeBase,245.16,75970.6
2020-08-10,TGePeak,264.12,45369.5
2020-08-10,TGeOffpeak,212.24,22681.1
2020-08-10,TGe24,247.18,43563.5
2020-08-10,TGe15,266.71,27110.2
2020-08-10,TGe9,214.63,16453.3
2020-08-11,TGeBase,241.93,85621.7
2020-08-11,TGePeak,264.81,48641.0
2020-08-11,TGeOffpeak,204.29,25244.7
2020-08-11,TGe24,245.01,45531.5
2020-08-11,TGe15,268.17,29921.3
2020-08-11,TGe9,206.41,15610.2
2020-08-12,TGeBase,245.29,71345.3
2020-08-12,TGePeak,259.95,41491.8
2020-08-12,TGeOffpeak,213.44,18885.5
2020-08-12,TGe24,245.73,38918.1
2020-08-12,TGe15,264.06,25694.6
2020-08-12,TGe9,215.18,13223.5
2020-08-13,TGeBase,236.98,83176.0
2020-08-13,TGePeak,258.21,44698.3
2020-08-13,TGeOffpeak,199.38,26213.7
2020-08-13,TGe24,237.0,44117.9
2020-08-13,TGe15,259.46,26928.6
2020-08-13,TGe9,199.56,17189.3
2020-08-14,TGeBase,229.07,76684.0
2020-08-14,TGePeak,239.69,47381.5
2020-08-14,TGeOffpeak,208.36,18310.5
2020-08-14,TGe24,228.57,38260.2
2020-08-14,TGe15,240.69,25871.0
2020-08-14,TGe9,208.36,12389.2
2020-08-15,TGeBase,186.67,83580.3
2020-08-15,TGePeak,190.89,43076.1
2020-08-15,TGeOffpeak,175.66,29008.2
2020-08-15,TGe24,184.97,49007.5
2020-08-15,TGe15,191.58,27640.3
2020-08-15,TGe9,173.95,21367.2
2020-08-16,TGeBase,189.78,79032.0
2020-08-16,TGePeak,198.12,40430.4
2020-08-16,TGeOffpeak,176.67,26865.6
2020-08-16,TGe24,189.48,46511.7
2020-08-16,TGe15,197.63,26238.8
2020-08-16,TGe9,175.9,20272.9
2020-08-17,TGeBase,247.65,72847.2
2020-08-17,TGePeak,270.34,42081.2
2020-08-17,TGeOffpeak,210.7,23446.0
2020-08-17,TGe24,243.97,45429.2
2020-08-17,TGe15,264.08,27969.9
2020-08-17,TGe9,210.45,17459.3
2020-08-18,TGeBase,251.23,85219.0
2020-08-18,TGePeak,278.65,45556.8
2020-08-18,TGeOffpeak,207.64,27254.2
2020-08-18,TGe24,249.66,49252.6
2020-08-18,TGe15,274.29,31350.2
2020-08-18,TGe9,208.6,17902.4
2020-08-19,TGeBase,256.56,85425.7
2020-08-19,TGePeak,282.05,44177.6
2020-08-19,TGeOffpeak,215.73,25168.1
2020-08-19,TGe24,262.88,47547.9
2020-08-19,TGe15,287.9,30693.3
2020-08-19,TGe9,221.19,16854.6
2020-08-20,TGeBase,257.16,83102.1
2020-08-20,TGePeak,283.27,45007.7
2020-08-20,TGeOffpeak,214.76,24438.4
2020-08-20,TGe24,256.47,46954.4
2020-08-20,TGe15,282.99,30652.3
2020-08-20,TGe9,212.25,16302.1
2020-08-21,TGeBase,253.32,77424.0
2020-08-21,TGePeak,279.87,42841.0
2020-08-21,TGeOffpeak,208.97,21455.0
2020-08-21,TGe24,255.82,45606.6
2020-08-21,TGe15,282.73,30884.4
2020-08-21,TGe9,210.96,14722.2
2020-08-22,TGeBase,237.59,86287.8
2020-08-22,TGePeak,257.53,59654.3
2020-08-22,TGeOffpeak,203.92,18689.5
2020-08-22,TGe24,238.26,57253.9
2020-08-22,TGe15,258.72,43555.2
2020-08-22,TGe9,204.14,13698.7
2020-08-23,TGeBase,184.01,77693.8
2020-08-23,TGePeak,184.72,44414.6
2020-08-23,TGeOffpeak,181.46,26319.2
2020-08-23,TGe24,186.01,46110.8
2020-08-23,TGe15,188.76,27473.0
2020-08-23,TGe9,181.43,18637.8
2020-08-24,TGeBase,232.72,75129.0
2020-08-24,TGePeak,253.17,40500.5
2020-08-24,TGeOffpeak,196.94,26204.5
2020-08-24,TGe24,231.25,44016.7
2020-08-24,TGe15,251.3,25347.3
2020-08-24,TGe9,197.83,18669.4
2020-08-25,TGeBase,244.77,79795.9
2020-08-25,TGePeak,267.89,42541.1
2020-08-25,TGeOffpeak,207.07,23070.8
2020-08-25,TGe24,240.86,47399.0
2020-08-25,TGe15,260.31,31098.8
2020-08-25,TGe9,208.43,16300.2
2020-08-26,TGeBase,223.84,73932.9
2020-08-26,TGePeak,231.24,44971.3
2020-08-26,TGeOffpeak,213.25,22217.6
2020-08-26,TGe24,223.88,48827.9
2020-08-26,TGe15,230.12,32100.0
2020-08-26,TGe9,213.47,16727.9
2020-08-27,TGeBase,230.37,88524.4
2020-08-27,TGePeak,250.22,49411.5
2020-08-27,TGeOffpeak,199.7,29296.9
2020-08-27,TGe24,231.36,53842.3
2020-08-27,TGe15,248.87,31408.7
2020-08-27,TGe9,202.17,22433.6
2020-08-28,TGeBase,244.61,69288.0
2020-08-28,TGePeak,251.91,40194.2
2020-08-28,TGeOffpeak,231.21,20021.8
2020-08-28,TGe24,247.91,40246.0
2020-08-28,TGe15,257.06,25426.2
2020-08-28,TGe9,232.65,14819.8
2020-08-29,TGeBase,229.93,91435.7
2020-08-29,TGePeak,242.48,62359.6
2020-08-29,TGeOffpeak,207.45,22260.1
2020-08-29,TGe24,231.42,57645.3
2020-08-29,TGe15,245.72,41194.9
2020-08-29,TGe9,207.58,16450.4
2020-08-30,TGeBase,203.95,85099.2
2020-08-30,TGePeak,212.04,44903.6
2020-08-30,TGeOffpeak,190.92,30643.6
2020-08-30,TGe24,204.72,48029.8
2020-08-30,TGe15,213.95,26721.9
2020-08-30,TGe9,189.33,21307.9
2020-08-31,TGeBase,259.98,78968.0
2020-08-31,TGePeak,287.89,42547.7
2020-08-31,TGeOffpeak,218.56,26220.3
2020-08-31,TGe24,261.71,47233.4
2020-08-31,TGe15,287.24,28386.7
2020-08-31,TGe9,219.15,18846.7
2020-09-01,TGeBase,263.02,81960.2
2020-09-01,TGePeak,284.17,49398.0
2020-09-01,TGeOffpeak,226.11,23250.2
2020-09-01,TGe24,267.17,50373.5
2020-09-01,TGe15,290.72,32929.6
2020-09-01,TGe9,227.93,17443.9
2020-09-02,TGeBase,250.66,89260.7
2020-09-02,TGePeak,272.58,49820.5
2020-09-02,TGeOffpeak,211.25,27872.2
2020-09-02,TGe24,252.22,52581.6
2020-09-02,TGe15,275.88,33233.3
2020-09-02,TGe9,212.79,19348.3
2020-09-03,TGeBase,236.85,88289.2
2020-09-03,TGePeak,246.2,51966.0
2020-09-03,TGeOffpeak,216.22,21611.2
2020-09-03,TGe24,237.19,52125.5
2020-09-03,TGe15,249.05,36226.8
2020-09-03,TGe9,217.41,15898.7
2020-09-04,TGeBase,238.76,88043.6
2020-09-04,TGePeak,253.25,51146.5
2020-09-04,TGeOffpeak,214.78,24633.1
2020-09-04,TGe24,236.68,51733.2
2020-09-04,TGe15,251.2,33034.7
2020-09-04,TGe9,212.48,18698.5
2020-09-05,TGeBase,227.63,87064.4
2020-09-05,TGePeak,240.27,53743.7
2020-09-05,TGeOffpeak,206.81,24176.7
2020-09-05,TGe24,228.95,51389.7
2020-09-05,TGe15,242.09,34781.4
2020-09-05,TGe9,207.05,16608.3
2020-09-06,TGeBase,205.81,78765.2
2020-09-06,TGePeak,210.79,46705.4
2020-09-06,TGeOffpeak,197.85,24187.8
2020-09-06,TGe24,204.91,49356.4
2020-09-06,TGe15,210.06,30903.3
2020-09-06,TGe9,196.31,18453.1
2020-09-07,TGeBase,244.2,80870.7
2020-09-07,TGePeak,262.0,51016.3
2020-09-07,TGeOffpeak,215.08,24958.4
2020-09-07,TGe24,242.29,51904.7
2020-09-07,TGe15,259.33,33253.7
2020-09-07,TGe9,213.89,18651.0
2020-09-08,TGeBase,222.99,80606.2
2020-09-08,TGePeak,228.56,53757.9
2020-09-08,TGeOffpeak,213.34,21856.3
2020-09-08,TGe24,224.13,56435.1
2020-09-08,TGe15,230.81,39729.8
2020-09-08,TGe9,213.0,16705.3
2020-09-09,TGeBase,227.27,81758.1
2020-09-09,TGePeak,233.78,52058.3
2020-09-09,TGeOffpeak,214.87,21683.8
2020-09-09,TGe24,226.74,52392.8
2020-09-09,TGe15,234.05,35764.8
2020-09-09,TGe9,214.55,16628.0
2020-09-10,TGeBase,237.01,90236.3
2020-09-10,TGePeak,251.16,55718.4
2020-09-10,TGeOffpeak,214.62,28181.9
2020-09-10,TGe24,238.79,59045.8
2020-09-10,TGe15,253.23,37418.2
2020-09-10,TGe9,214.73,21627.6
2020-09-11,TGeBase,248.47,89235.1
2020-09-11,TGePeak,264.85,48179.9
2020-09-11,TGeOffpeak,221.5,27495.2
2020-09-11,TGe24,249.04,49207.5
2020-09-11,TGe15,263.79,31068.5
2020-09-11,TGe9,224.46,18139.0
2020-09-12,TGeBase,227.81,89544.4
2020-09-12,TGePeak,239.28,60811.4
2020-09-12,TGeOffpeak,206.8,21533.0
2020-09-12,TGe24,227.12,51862.1
2020-09-12,TGe15,239.06,36027.9
2020-09-12,TGe9,207.21,15834.2
2020-09-13,TGeBase,194.42,80290.3
2020-09-13,TGePeak,199.34,44503.3
2020-09-13,TGeOffpeak,185.64,27435.0
2020-09-13,TGe24,194.35,51953.3
2020-09-13,TGe15,199.25,30236.7
2020-09-13,TGe9,186.18,21716.6
2020-09-14,TGeBase,244.04,81443.2
2020-09-14,TGePeak,268.98,46251.4
2020-09-14,TGeOffpeak,201.65,29695.8
2020-09-14,TGe24,246.21,53102.8
2020-09-14,TGe15,271.96,30071.1
2020-09-14,TGe9,203.3,23031.7
2020-09-15,TGeBase,277.37,80293.3
2020-09-15,TGePeak,306.6,45774.4
2020-09-15,TGeOffpeak,241.34,21078.9
2020-09-15,TGe24,280.09,46536.0
2020-09-15,TGe15,300.36,31396.7
2020-09-15,TGe9,246.3,15139.3
2020-09-16,TGeBase,270.13,92431.5
2020-09-16,TGePeak,292.83,52433.0
2020-09-16,TGeOffpeak,236.37,24230.5
2020-09-16,TGe24,270.48,56944.9
2020-09-16,TGe15,291.98,38192.7
2020-09-16,TGe9,234.65,18752.2
2020-09-17,TGeBase,239.83,87781.4
2020-09-17,TGePeak,256.57,48857.3
2020-09-17,TGeOffpeak,209.3,26804.1
2020-09-17,TGe24,241.85,52152.8
2020-09-17,TGe15,260.59,32461.9
2020-09-17,TGe9,210.62,19690.9
2020-09-18,TGeBase,262.4,92049.0
2020-09-18,TGePeak,275.51,52945.3
2020-09-18,TGeOffpeak,243.41,23743.7
2020-09-18,TGe24,265.2,53043.1
2020-09-18,TGe15,277.21,35856.6
2020-09-18,TGe9,245.19,17186.5
2020-09-19,TGeBase,236.58,100868.7
2020-09-19,TGePeak,253.92,62102.8
2020-09-19,TGeOffpeak,205.13,26765.9
2020-09-19,TGe24,238.3,65219.8
2020-09-19,TGe15,257.67,45789.9
2020-09-19,TGe9,206.03,19429.9
2020-09-20,TGeBase,202.15,91116.6
2020-09-20,TGePeak,205.42,52338.0
2020-09-20,TGeOffpeak,195.55,29274.6
2020-09-20,TGe24,203.95,55578.6
2020-09-20,TGe15,207.8,34976.2
2020-09-20,TGe9,197.54,20602.4
2020-09-21,TGeBase,280.65,82609.0
2020-09-21,TGePeak,316.62,45651.8
2020-09-21,TGeOffpeak,223.53,26205.2
2020-09-21,TGe24,284.77,52827.4
2020-09-21,TGe15,320.01,32795.3
2020-09-21,TGe9,226.03,20032.1
2020-09-22,TGeBase,270.47,71007.7
2020-09-22,TGePeak,293.41,40174.5
2020-09-22,TGeOffpeak,227.69,20297.2
2020-09-22,TGe24,271.35,45165.8
2020-09-22,TGe15,295.87,29744.4
2020-09-22,TGe9,230.47,15421.4
2020-09-23,TGeBase,251.67,87928.1
2020-09-23,TGePeak,277.49,45688.9
2020-09-23,TGeOffpeak,205.44,25007.2
2020-09-23,TGe24,247.77,55620.3
2020-09-23,TGe15,273.03,35798.7
2020-09-23,TGe9,205.66,19821.6
